iter	MAPE
0	0.05718708705
1	0.05454741182
2	0.05203433518
3	0.04966107299
4	0.04743016504
5	0.0453340805
6	0.04340119602
7	0.04162279317
8	0.03982221461
9	0.03812525782
10	0.03654253539
11	0.03508940906
12	0.03380484172
13	0.03249383104
14	0.03138006429
15	0.03031307452
16	0.02931066862
17	0.02832780359
18	0.02739748743
19	0.02651826642
20	0.02566640545
21	0.02492329402
22	0.02418096542
23	0.02356451656
24	0.02289402189
25	0.02227913931
26	0.02173103532
27	0.02122680329
28	0.02074314557
29	0.02029001846
30	0.01983686763
31	0.01942917152
32	0.01905447784
33	0.01870392584
34	0.01834790292
35	0.01805335084
36	0.01776294809
37	0.0175127351
38	0.01729108207
39	0.01706683352
40	0.01685860601
41	0.0166614003
42	0.01646387658
43	0.01629989496
44	0.01614149474
45	0.01596666495
46	0.01582671117
47	0.01567757187
48	0.01552648133
49	0.01537229196
50	0.01524993268
51	0.01511291413
52	0.01501061804
53	0.01491196849
54	0.01483477972
55	0.01474208762
56	0.01465047201
57	0.01457856651
58	0.01450737856
59	0.01443684483
60	0.01435812522
61	0.0142978381
62	0.01423880604
63	0.01417136487
64	0.01411707087
65	0.01406250307
66	0.01400966771
67	0.01393595833
68	0.0138896567
69	0.01384669002
70	0.01379966265
71	0.01375980389
72	0.01370189437
73	0.01366150553
74	0.01362577039
75	0.01359569867
76	0.01355854793
77	0.01352609179
78	0.0134955365
79	0.01345371896
80	0.01341848129
81	0.01338826774
82	0.01336268344
83	0.01333379078
84	0.0133090274
85	0.01328711194
86	0.01324328
87	0.01320911027
88	0.01318876657
89	0.01316984353
90	0.01314937566
91	0.01312271923
92	0.01310353844
93	0.01308071625
94	0.01306013433
95	0.01303683438
96	0.01300436998
97	0.01298130796
98	0.01295555579
99	0.01293941787
100	0.01291505359
101	0.01289296039
102	0.01288112426
103	0.01285383662
104	0.01282688061
105	0.01280990015
106	0.01278677384
107	0.01276800047
108	0.01275083195
109	0.01272618087
110	0.01270195944
111	0.01268062415
112	0.01264585577
113	0.01262518319
114	0.01260987171
115	0.01259172765
116	0.01257922823
117	0.0125628986
118	0.01253127918
119	0.01250374131
120	0.01248114732
121	0.01246339705
122	0.01244886666
123	0.0124282045
124	0.01241464721
125	0.01239241363
126	0.0123819969
127	0.01236656707
128	0.01235428724
129	0.01233651698
130	0.01232642475
131	0.01231320154
132	0.01229943733
133	0.01228433241
134	0.01227331707
135	0.01225275954
136	0.01224144072
137	0.01221864038
138	0.01220335185
139	0.0121811553
140	0.01216842594
141	0.01215548722
142	0.01213355842
143	0.01212139733
144	0.01210393661
145	0.01208961453
146	0.01208366612
147	0.0120712279
148	0.01206155067
149	0.01205062403
150	0.01203410161
151	0.01202184933
152	0.01200273828
153	0.01198892818
154	0.01197789153
155	0.01196085194
156	0.01193983423
157	0.01193038465
158	0.01191821196
159	0.01191157608
160	0.01189979303
161	0.01189173636
162	0.01187793124
163	0.01186479996
164	0.01185302432
165	0.01184542509
166	0.01183016672
167	0.01181693935
168	0.01180198584
169	0.01179467425
170	0.0117748274
171	0.01175829465
172	0.01174072865
173	0.01173259235
174	0.01172251148
175	0.01171335504
176	0.01170688037
177	0.01169708885
178	0.01168649633
179	0.01168034867
180	0.01166939661
181	0.01166000961
182	0.0116530424
183	0.01164357668
184	0.01162924356
185	0.01162060317
186	0.01161374822
187	0.01160714062
188	0.01159965126
189	0.01158744767
190	0.0115767422
191	0.0115717099
192	0.01156048245
193	0.01154939356
194	0.01153834934
195	0.01152713324
196	0.01151308128
197	0.01150362204
198	0.01149790461
199	0.01149160215
200	0.01148193753
201	0.01147031193
202	0.01145455833
203	0.01144268159
204	0.01143299762
205	0.01142416591
206	0.01141563708
207	0.01140746937
208	0.01140248168
209	0.01139357345
210	0.01138672168
211	0.01137942776
212	0.01136757768
213	0.0113546744
214	0.01134803396
215	0.01134075827
216	0.01133457039
217	0.01132782905
218	0.01131427565
219	0.01130264116
220	0.01128798814
221	0.01128009171
222	0.01127335338
223	0.01126217613
224	0.01125362223
225	0.01124837214
226	0.01124074865
227	0.0112371735
228	0.01123201137
229	0.01122269197
230	0.01121428954
231	0.01120445952
232	0.01119177123
233	0.01118236757
234	0.01117278556
235	0.01116400529
236	0.01115636821
237	0.01114770399
238	0.01114034381
239	0.01112907593
240	0.01111918458
241	0.01111113265
242	0.01110483335
243	0.0110996076
244	0.01109114404
245	0.01108222471
246	0.01107505239
247	0.01106650876
248	0.01105899874
249	0.01105267478
250	0.01104232752
251	0.0110359122
252	0.01102997165
253	0.01102524421
254	0.01101557679
255	0.01100623059
256	0.01099529353
257	0.01098862281
258	0.01098059602
259	0.01097665852
260	0.0109716553
261	0.0109662889
262	0.01095849204
263	0.01095204602
264	0.01094622501
265	0.01094129022
266	0.01093355928
267	0.01092961382
268	0.01092328532
269	0.0109118094
270	0.01090809463
271	0.01090004531
272	0.01088978109
273	0.01088179668
274	0.01087449369
275	0.0108683145
276	0.01086039574
277	0.01085354327
278	0.01084890647
279	0.0108422095
280	0.01083685416
281	0.01083143344
282	0.0108274922
283	0.01082281873
284	0.01081929605
285	0.01081265286
286	0.01080762451
287	0.01080206169
288	0.01079261145
289	0.01078757962
290	0.01078185226
291	0.01077641199
292	0.01077267066
293	0.01076823535
294	0.01076259149
295	0.01075669504
296	0.01074788691
297	0.01074419732
298	0.01074038809
299	0.01073122328
300	0.01072791562
301	0.01072164947
302	0.01071603497
303	0.01071018048
304	0.01070480475
305	0.01069746122
306	0.01069217238
307	0.01068581659
308	0.01068174271
309	0.01067656665
310	0.01067228978
311	0.01066770958
312	0.01066313114
313	0.0106589413
314	0.01065423681
315	0.01065000061
316	0.01064481791
317	0.0106396198
318	0.01063496856
319	0.01063027443
320	0.01062597976
321	0.01062153924
