iter	Passed	Remaining
192	3733	92996
193	3753	92977
194	3771	92934
195	3791	92929
196	3814	93002
197	3834	92994
198	3853	92973
199	3871	92909
200	3888	92830
201	3905	92765
202	3923	92716
203	3941	92656
204	3960	92641
205	3981	92652
206	4004	92720
207	4024	92711
208	4043	92696
209	4062	92667
210	4080	92614
211	4099	92580
212	4117	92540
213	4138	92561
214	4158	92561
215	4179	92559
216	4197	92508
217	4217	92516
218	4236	92489
219	4257	92502
220	4276	92467
221	4293	92396
222	4309	92321
223	4327	92268
224	4345	92223
225	4362	92157
226	4379	92078
227	4397	92036
228	4421	92110
229	4445	92193
230	4468	92242
231	4489	92265
232	4509	92258
233	4530	92265
234	4547	92210
235	4565	92153
236	4582	92098
237	4600	92055
238	4620	92042
239	4644	92106
240	4665	92135
241	4687	92155
242	4707	92152
243	4726	92121
244	4745	92110
245	4768	92143
246	4789	92155
247	4813	92233
248	4838	92314
249	4863	92412
250	4884	92422
251	4903	92395
252	4922	92361
253	4943	92365
254	4965	92401
255	4989	92455
256	5011	92492
257	5033	92511
258	5055	92536
259	5075	92537
260	5095	92516
261	5114	92492
262	5134	92477
263	5152	92429
264	5170	92391
265	5191	92384
266	5212	92395
267	5236	92452
268	5259	92502
269	5281	92523
270	5302	92527
271	5322	92518
272	5342	92502
273	5360	92462
274	5379	92421
275	5399	92409
276	5419	92408
277	5442	92441
278	5466	92500
279	5488	92512
280	5507	92485
281	5527	92476
282	5546	92456
283	5566	92433
284	5584	92391
285	5604	92378
286	5624	92363
287	5645	92371
288	5667	92391
289	5689	92407
290	5708	92379
291	5728	92358
292	5748	92356
293	5767	92317
294	5785	92278
295	5805	92252
296	5826	92256
297	5848	92277
298	5869	92282
299	5892	92312
300	5912	92304
301	5932	92286
302	5951	92259
303	5970	92224
304	5987	92166
305	6007	92148
306	6026	92123
307	6046	92118
308	6067	92107
309	6089	92130
310	6109	92118
311	6128	92077
312	6146	92040
313	6165	92010
314	6184	91984
315	6203	91957
316	6222	91921
317	6240	91884
318	6260	91859
319	6280	91857
320	6300	91840
321	6318	91787
322	6335	91744
323	6354	91715
324	6374	91687
325	6390	91628
326	6409	91594
327	6428	91571
328	6451	91592
329	6475	91634
330	6496	91641
331	6518	91649
332	6536	91614
333	6553	91555
334	6571	91504
335	6589	91463
336	6605	91401
337	6622	91341
338	6641	91315
339	6661	91295
340	6683	91319
341	6704	91317
342	6723	91291
343	6742	91255
344	6759	91203
345	6776	91156
346	6794	91108
347	6812	91069
348	6831	91045
349	6850	91010
350	6868	90974
351	6885	90924
352	6905	90906
353	6924	90879
354	6943	90853
355	6963	90833
356	6981	90803
357	7001	90787
358	7019	90744
359	7038	90718
360	7056	90678
361	7075	90650
362	7093	90616
363	7113	90604
364	7134	90593
365	7153	90566
366	7173	90556
367	7191	90519
368	7210	90488
369	7228	90451
370	7246	90414
371	7265	90394
372	7288	90409
373	7310	90422
374	7329	90400
375	7350	90392
376	7370	90377
377	7390	90363
378	7408	90327
379	7426	90285
380	7443	90235
381	7462	90208
382	7482	90196
383	7502	90188
384	7523	90182
385	7542	90160
386	7561	90135
387	7581	90121
388	7600	90096
389	7618	90049
390	7635	90008
391	7653	89968
392	7670	89913
393	7687	89874
394	7706	89843
395	7727	89846
396	7748	89841
397	7770	89848
398	7790	89835
399	7808	89802
400	7827	89774
401	7844	89720
402	7859	89657
403	7876	89604
404	7893	89555
405	7914	89558
406	7934	89535
407	7953	89518
408	7973	89503
409	7994	89498
410	8013	89473
411	8030	89431
412	8048	89393
413	8066	89357
414	8088	89359
415	8110	89376
416	8134	89402
417	8159	89446
418	8238	90071
419	8314	90664
420	8347	90789
421	8378	90888
422	8405	90953
423	8432	91010
424	8457	91039
425	8480	91057
426	8501	91044
427	8521	91027
428	8542	91023
429	8564	91021
430	8584	91008
431	8606	91008
432	8629	91015
433	8647	90980
434	8668	90970
435	8688	90952
436	8708	90933
437	8727	90901
438	8749	90898
439	8771	90900
440	8793	90904
441	8814	90893
442	8837	90908
443	8859	90906
444	8877	90869
445	8894	90814
446	8910	90755
447	8925	90689
448	8945	90665
449	8962	90619
450	8981	90591
451	9000	90565
452	9019	90537
453	9040	90521
454	9061	90511
455	9081	90492
456	9099	90461
457	9116	90410
458	9135	90380
459	9156	90366
460	9178	90366
461	9197	90341
462	9216	90317
463	9237	90306
464	9257	90286
465	9274	90240
466	9293	90208
467	9310	90160
468	9327	90112
469	9346	90083
470	9365	90057
471	9385	90036
472	9403	90000
473	9421	89965
474	9440	89929
475	9460	89918
476	9479	89888
477	9498	89859
478	9516	89820
479	9533	89772
480	9551	89733
481	9572	89727
482	9590	89689
483	9609	89661
484	9631	89664
485	9653	89664
486	9676	89673
487	9694	89634
488	9712	89598
489	9731	89569
490	9749	89530
491	9765	89479
492	9785	89454
493	9802	89409
494	9822	89390
495	9842	89376
496	9863	89365
497	9885	89364
498	9905	89349
499	9926	89342
500	9945	89308
501	9963	89278
502	9982	89244
503	9999	89202
504	10020	89189
505	10038	89158
506	10063	89178
507	10083	89164
508	10103	89143
509	10123	89124
510	10142	89099
511	10162	89082
512	10180	89045
513	10198	89004
514	10217	88978
515	10236	88958
516	10258	88955
517	10280	88953
518	10302	88949
519	10320	88912
520	10337	88874
521	10355	88835
522	10372	88793
523	10390	88752
524	10409	88732
525	10430	88717
526	10453	88725
527	10477	88739
528	10498	88731
529	10518	88716
530	10536	88678
531	10555	88650
532	10572	88608
533	10587	88550
534	10603	88497
535	10622	88464
536	10640	88434
537	10663	88438
538	10685	88440
539	10707	88434
540	10727	88419
541	10747	88402
542	10766	88371
543	10783	88329
544	10801	88293
545	10817	88244
546	10835	88210
547	10852	88167
548	10870	88135
549	10892	88128
550	10914	88130
551	10933	88098
552	10950	88060
553	10970	88043
554	10989	88013
555	11006	87976
556	11021	87917
557	11036	87854
558	11052	87808
559	11068	87758
560	11085	87719
561	11105	87698
562	11125	87678
563	11146	87670
564	11166	87654
565	11187	87638
566	11206	87613
567	11223	87574
568	11240	87534
569	11257	87496
570	11275	87459
571	11295	87444
572	11314	87416
573	11333	87391
574	11352	87362
575	11371	87341
576	11390	87316
577	11409	87285
578	11428	87260
579	11447	87237
580	11466	87208
581	11488	87208
582	11512	87220
583	11532	87204
584	11553	87194
585	11572	87166
586	11590	87133
587	11607	87097
588	11623	87051
589	11640	87007
590	11658	86976
591	11678	86954
592	11700	86954
593	11719	86932
594	11739	86913
595	11761	86907
596	11780	86882
597	11798	86853
598	11816	86819
599	11833	86779
600	11850	86737
601	11870	86718
602	11891	86708
603	11913	86709
604	11936	86714
605	11960	86722
606	11982	86723
607	12003	86710
608	12021	86679
609	12040	86648
610	12057	86609
611	12073	86565
612	12089	86523
613	12107	86487
614	12126	86463
615	12144	86429
616	12164	86410
617	12183	86390
618	12204	86374
619	12223	86352
620	12243	86335
621	12260	86297
622	12279	86270
623	12299	86254
624	12322	86257
625	12346	86266
626	12367	86257
627	12387	86235
628	12406	86210
629	12424	86179
630	12443	86156
631	12461	86127
632	12478	86090
633	12497	86060
634	12516	86036
635	12539	86039
636	12561	86038
637	12582	86029
638	12602	86010
639	12621	85985
640	12638	85947
641	12653	85895
642	12668	85842
643	12684	85799
644	12702	85768
645	12720	85738
646	12742	85728
647	12761	85708
648	12781	85691
649	12800	85667
650	12819	85641
651	12838	85618
652	12858	85597
653	12876	85567
654	12895	85544
655	12914	85522
656	12935	85505
657	12956	85494
658	12976	85479
659	12996	85461
660	13015	85436
661	13033	85407
662	13050	85372
663	13067	85333
664	13083	85287
665	13099	85242
666	13116	85209
667	13135	85185
668	13153	85156
669	13172	85127
670	13190	85099
671	13208	85069
672	13227	85045
673	13247	85029
674	13267	85010
675	13284	84970
676	13299	84926
677	13315	84882
678	13333	84852
679	13356	84856
680	13377	84840
681	13399	84840
682	13421	84830
683	13441	84813
684	13460	84790
685	13479	84764
686	13494	84719
687	13511	84679
688	13528	84649
689	13547	84624
690	13566	84601
691	13588	84593
692	13608	84578
693	13629	84564
694	13646	84532
695	13664	84500
696	13681	84461
697	13697	84423
698	13714	84388
699	13733	84364
700	13753	84348
701	13774	84334
702	13797	84334
703	13818	84321
704	13837	84302
705	13857	84285
706	13876	84262
707	13895	84237
708	13912	84199
709	13930	84169
710	13949	84145
711	13969	84130
712	13986	84097
713	14004	84067
714	14021	84033
715	14039	84001
716	14055	83962
717	14073	83930
718	14089	83892
719	14106	83853
720	14126	83836
721	14145	83816
722	14167	83811
723	14191	83814
724	14212	83803
725	14233	83792
726	14252	83772
727	14272	83750
728	14290	83726
729	14307	83690
730	14325	83658
731	14346	83648
732	14367	83634
733	14392	83646
734	14412	83633
735	14433	83619
736	14453	83602
737	14473	83583
738	14492	83559
739	14510	83532
740	14527	83496
741	14544	83467
742	14564	83446
743	14585	83437
744	14608	83435
745	14629	83424
746	14649	83403
747	14667	83377
748	14685	83350
749	14703	83318
750	14720	83287
751	14740	83269
752	14761	83255
753	14780	83233
754	14801	83219
755	14820	83200
756	14839	83174
757	14858	83153
758	14877	83128
759	14894	83095
760	14911	83058
761	14926	83016
762	14942	82975
763	14960	82947
764	14978	82920
765	14997	82900
766	15018	82884
767	15038	82869
768	15058	82848
769	15077	82828
770	15095	82798
771	15112	82765
772	15131	82743
773	15151	82727
774	15172	82715
775	15196	82716
776	15217	82708
777	15240	82707
778	15260	82689
779	15280	82669
780	15300	82653
781	15318	82624
782	15334	82586
783	15351	82554
784	15369	82525
785	15388	82502
786	15411	82498
787	15433	82496
788	15456	82494
789	15474	82467
790	15494	82445
791	15513	82426
792	15530	82393
793	15546	82350
794	15563	82319
795	15580	82284
796	15598	82260
797	15620	82251
798	15640	82235
799	15662	82227
800	15682	82211
801	15700	82183
802	15719	82159
803	15736	82125
804	15752	82089
805	15769	82055
806	15787	82026
807	15805	82003
808	15825	81983
809	15845	81968
810	15866	81955
811	15886	81938
812	15906	81918
813	15926	81902
814	15945	81877
815	15962	81846
816	15980	81820
817	15999	81799
818	16020	81783
819	16040	81769
820	16060	81752
821	16081	81737
822	16100	81716
823	16118	81687
824	16137	81667
825	16154	81631
826	16170	81594
827	16188	81567
828	16207	81545
829	16226	81524
830	16245	81498
831	16264	81480
832	16284	81462
833	16305	81449
834	16324	81425
835	16343	81403
836	16360	81372
837	16377	81341
838	16396	81319
839	16416	81303
840	16436	81285
841	16460	81284
842	16484	81285
843	16506	81279
844	16526	81263
845	16544	81234
846	16562	81209
847	16581	81185
848	16599	81159
849	16618	81137
850	16641	81133
851	16663	81127
852	16686	81125
853	16707	81109
854	16725	81082
855	16744	81060
856	16761	81032
857	16778	80998
858	16797	80976
859	16820	80970
860	16842	80967
861	16862	80948
862	16882	80931
863	16903	80918
864	16921	80889
865	16939	80861
866	16957	80836
867	16975	80811
868	16992	80776
869	17009	80747
870	17028	80725
871	17046	80698
872	17065	80673
873	17084	80651
874	17101	80622
875	17120	80597
876	17139	80578
877	17158	80553
878	17175	80524
879	17192	80492
880	17208	80457
881	17226	80427
882	17245	80405
883	17264	80387
884	17285	80373
885	17307	80363
886	17325	80338
887	17343	80312
888	17361	80286
889	17380	80261
890	17397	80232
891	17416	80210
892	17435	80187
893	17455	80172
894	17476	80156
895	17495	80135
896	17514	80115
897	17535	80100
898	17554	80078
899	17572	80053
900	17590	80026
901	17606	79990
902	17623	79958
903	17639	79923
904	17655	79889
905	17674	79865
906	17692	79842
907	17712	79824
908	17731	79799
909	17749	79774
910	17767	79749
911	17787	79731
912	17804	79702
913	17821	79668
914	17837	79636
915	17854	79606
916	17873	79581
917	17892	79560
918	17913	79547
919	17934	79535
920	17953	79513
921	17971	79488
922	17989	79462
923	18006	79433
924	18024	79405
925	18040	79369
926	18058	79345
927	18078	79328
928	18098	79311
929	18119	79297
930	18142	79293
931	18166	79293
932	18186	79276
933	18205	79254
934	18222	79226
935	18237	79185
936	18253	79152
937	18271	79124
938	18291	79109
939	18309	79082
940	18328	79061
941	18348	79043
942	18366	79014
943	18385	78995
944	18405	78975
945	18421	78945
946	18437	78910
947	18453	78873
948	18468	78838
949	18486	78809
950	18504	78786
951	18523	78762
952	18543	78747
953	18564	78734
954	18583	78712
955	18602	78692
956	18621	78668
957	18637	78633
958	18652	78596
959	18669	78566
960	18687	78542
961	18705	78518
962	18724	78493
963	18743	78472
964	18762	78452
965	18781	78431
966	18801	78415
967	18820	78391
968	18836	78360
969	18852	78326
970	18870	78298
971	18887	78271
972	18906	78247
973	18927	78234
974	18947	78218
975	18966	78197
976	18983	78167
977	19002	78147
978	19021	78124
979	19040	78105
980	19057	78075
981	19075	78051
982	19094	78027
983	19113	78009
984	19132	77988
985	19153	77972
986	19172	77951
987	19191	77931
988	19208	77902
989	19225	77872
990	19242	77842
991	19258	77810
992	19275	77780
993	19294	77758
994	19315	77745
995	19337	77739
996	19356	77717
997	19374	77693
998	19393	77669
999	19409	77638
1000	19424	77602
1001	19440	77569
1002	19455	77531
1003	19472	77502
1004	19490	77477
1005	19508	77453
1006	19528	77434
1007	19548	77417
1008	19568	77402
1009	19589	77386
1010	19607	77362
1011	19625	77336
1012	19641	77306
1013	19658	77277
1014	19677	77254
1015	19696	77235
1016	19717	77220
1017	19738	77207
1018	19760	77200
1019	19781	77184
1020	19800	77167
1021	19819	77143
1022	19836	77116
1023	19852	77084
1024	19867	77048
1025	19884	77017
1026	19902	76994
1027	19922	76975
1028	19945	76971
1029	19968	76965
1030	19990	76955
1031	20009	76936
1032	20029	76918
1033	20047	76892
1034	20062	76858
1035	20078	76824
1036	20095	76797
1037	20113	76773
1038	20136	76764
1039	20157	76753
1040	20181	76750
1041	20201	76733
1042	20220	76715
1043	20238	76689
1044	20256	76665
1045	20273	76636
1046	20288	76601
1047	20304	76569
1048	20322	76543
1049	20344	76535
1050	20367	76527
1051	20389	76518
1052	20410	76504
1053	20429	76483
1054	20448	76463
1055	20465	76436
1056	20481	76405
1057	20497	76373
1058	20514	76344
1059	20531	76316
1060	20550	76295
1061	20569	76273
1062	20589	76255
1063	20608	76237
1064	20628	76218
1065	20648	76201
1066	20669	76186
1067	20687	76163
1068	20705	76138
1069	20720	76105
1070	20737	76074
1071	20757	76060
1072	20778	76047
1073	20800	76036
1074	20819	76014
1075	20837	75991
1076	20855	75964
1077	20873	75941
1078	20888	75907
1079	20904	75876
1080	20921	75847
1081	20939	75822
1082	20961	75815
1083	20982	75799
1084	21001	75780
1085	21021	75763
1086	21039	75737
1087	21057	75715
1088	21078	75699
1089	21096	75675
1090	21114	75651
1091	21133	75631
1092	21152	75610
1093	21171	75591
1094	21190	75568
1095	21209	75548
1096	21227	75524
1097	21245	75501
1098	21265	75483
1099	21284	75462
1100	21300	75433
1101	21318	75408
1102	21336	75384
1103	21354	75360
1104	21373	75338
1105	21392	75319
1106	21409	75291
1107	21428	75270
1108	21446	75245
1109	21465	75227
1110	21484	75206
1111	21501	75178
1112	21517	75145
1113	21532	75113
1114	21551	75090
1115	21571	75075
1116	21595	75073
1117	21617	75061
1118	21638	75048
1119	21658	75031
1120	21675	75004
1121	21693	74979
1122	21709	74948
1123	21724	74915
1124	21739	74881
1125	21754	74845
1126	21770	74815
1127	21790	74800
1128	21810	74780
1129	21829	74759
1130	21848	74741
1131	21867	74720
1132	21885	74695
1133	21903	74672
1134	21920	74643
1135	21936	74615
1136	21953	74588
1137	21970	74561
1138	21986	74531
1139	22005	74509
1140	22024	74489
1141	22043	74469
1142	22063	74453
1143	22083	74435
1144	22103	74417
1145	22119	74388
1146	22136	74359
1147	22151	74327
1148	22168	74301
1149	22188	74282
1150	22207	74262
1151	22226	74243
1152	22245	74221
1153	22263	74200
1154	22282	74178
1155	22299	74152
1156	22320	74136
1157	22338	74113
1158	22355	74088
1159	22373	74065
1160	22393	74047
1161	22412	74027
1162	22430	74004
1163	22449	73982
1164	22467	73959
1165	22485	73937
1166	22503	73911
1167	22520	73885
1168	22536	73854
1169	22553	73829
1170	22572	73809
1171	22592	73792
1172	22615	73784
1173	22637	73774
1174	22658	73759
1175	22677	73740
1176	22696	73720
1177	22715	73699
1178	22732	73672
1179	22749	73646
1180	22767	73624
1181	22785	73601
1182	22805	73581
1183	22825	73564
1184	22847	73553
1185	22865	73531
1186	22883	73508
1187	22900	73482
1188	22917	73454
1189	22934	73427
1190	22949	73395
1191	22964	73363
1192	22981	73335
1193	22997	73307
1194	23015	73282
1195	23033	73261
1196	23055	73249
1197	23074	73230
1198	23093	73209
1199	23112	73188
1200	23129	73163
1201	23146	73135
1202	23161	73104
1203	23178	73076
1204	23193	73046
1205	23211	73023
1206	23231	73005
1207	23252	72991
1208	23272	72975
1209	23292	72955
1210	23309	72929
1211	23326	72905
1212	23343	72878
1213	23360	72851
1214	23376	72824
1215	23393	72796
1216	23412	72775
1217	23431	72758
1218	23452	72743
1219	23471	72723
1220	23490	72703
1221	23507	72678
1222	23526	72657
1223	23543	72630
1224	23560	72604
1225	23578	72582
1226	23597	72560
1227	23615	72537
1228	23634	72519
1229	23655	72504
1230	23675	72489
1231	23693	72466
1232	23711	72441
1233	23729	72420
1234	23748	72399
1235	23764	72371
1236	23783	72351
1237	23804	72336
1238	23827	72328
1239	23850	72321
1240	23873	72312
1241	23892	72291
1242	23909	72266
1243	23924	72233
1244	23939	72202
1245	23953	72168
1246	23971	72145
1247	23989	72121
1248	24010	72109
1249	24033	72100
1250	24058	72099
1251	24078	72080
1252	24095	72055
1253	24111	72026
1254	24128	72001
1255	24144	71971
1256	24159	71940
1257	24177	71917
1258	24195	71895
1259	24214	71874
1260	24235	71860
1261	24257	71849
1262	24278	71836
1263	24299	71820
1264	24317	71799
1265	24336	71777
1266	24353	71752
1267	24368	71722
1268	24383	71691
1269	24402	71669
1270	24422	71653
1271	24444	71642
1272	24466	71632
1273	24486	71615
1274	24506	71596
1275	24525	71577
1276	24543	71553
1277	24561	71530
1278	24577	71502
1279	24593	71474
1280	24610	71450
1281	24630	71430
1282	24651	71418
1283	24671	71400
1284	24690	71382
1285	24709	71362
1286	24728	71341
1287	24746	71318
1288	24765	71298
1289	24783	71276
1290	24800	71249
1291	24816	71222
1292	24832	71193
1293	24852	71177
1294	24871	71156
1295	24891	71140
1296	24909	71117
1297	24927	71094
1298	24946	71074
1299	24964	71053
1300	24982	71029
1301	24998	71001
1302	25015	70975
1303	25032	70952
1304	25054	70940
1305	25076	70927
1306	25096	70912
1307	25114	70888
1308	25131	70863
1309	25147	70834
1310	25164	70808
1311	25179	70778
1312	25194	70747
1313	25210	70719
1314	25228	70695
1315	25246	70676
1316	25268	70663
1317	25290	70651
1318	25311	70638
1319	25331	70621
1320	25352	70606
1321	25372	70591
1322	25392	70571
1323	25408	70544
1324	25424	70517
1325	25443	70496
1326	25463	70481
1327	25484	70465
1328	25503	70447
1329	25521	70422
1330	25541	70405
1331	25560	70387
1332	25577	70362
1333	25595	70340
1334	25613	70316
1335	25629	70289
1336	25647	70267
1337	25667	70248
1338	25688	70236
1339	25712	70229
1340	25732	70212
1341	25751	70194
1342	25771	70176
1343	25791	70157
1344	25809	70135
1345	25827	70113
1346	25847	70097
1347	25870	70089
1348	25895	70085
1349	25919	70078
1350	25942	70070
1351	25963	70055
1352	25983	70038
1353	26001	70016
1354	26019	69993
1355	26035	69964
1356	26051	69936
1357	26068	69913
1358	26089	69898
1359	26111	69885
1360	26133	69875
1361	26155	69862
1362	26174	69843
1363	26192	69821
1364	26211	69800
1365	26232	69787
1366	26251	69767
1367	26275	69759
1368	26295	69742
1369	26316	69728
1370	26337	69713
1371	26361	69708
1372	26382	69694
1373	26401	69674
1374	26422	69659
1375	26440	69636
1376	26459	69617
1377	26479	69599
1378	26500	69585
1379	26521	69570
1380	26542	69556
1381	26563	69542
1382	26584	69526
1383	26602	69505
1384	26622	69488
1385	26640	69465
1386	26659	69446
1387	26678	69424
1388	26697	69406
1389	26718	69389
1390	26738	69374
1391	26760	69361
1392	26782	69349
1393	26803	69334
1394	26823	69317
1395	26844	69302
1396	26861	69278
1397	26881	69259
1398	26902	69245
1399	26922	69229
1400	26945	69219
1401	26970	69214
1402	26988	69192
1403	27007	69172
1404	27025	69151
1405	27044	69129
1406	27059	69101
1407	27077	69078
1408	27096	69057
1409	27114	69035
1410	27132	69013
1411	27152	68997
1412	27174	68983
1413	27192	68962
1414	27212	68945
1415	27231	68925
1416	27249	68903
1417	27268	68882
1418	27289	68868
1419	27311	68854
1420	27331	68839
1421	27352	68823
1422	27371	68802
1423	27389	68782
1424	27407	68758
1425	27425	68737
1426	27446	68722
1427	27463	68697
1428	27480	68673
1429	27499	68651
1430	27520	68637
1431	27541	68623
1432	27563	68610
1433	27583	68594
1434	27603	68575
1435	27622	68555
1436	27641	68535
1437	27659	68513
1438	27676	68488
1439	27694	68467
1440	27713	68447
1441	27732	68427
1442	27750	68406
1443	27768	68381
1444	27786	68359
1445	27803	68335
1446	27820	68310
1447	27837	68285
1448	27854	68262
1449	27871	68237
1450	27888	68212
1451	27904	68186
1452	27922	68162
1453	27940	68141
1454	27960	68122
1455	27982	68111
1456	28002	68095
1457	28020	68072
1458	28040	68053
1459	28058	68032
1460	28078	68015
1461	28095	67991
1462	28112	67965
1463	28130	67944
1464	28149	67923
1465	28168	67904
1466	28191	67892
1467	28211	67876
1468	28230	67857
1469	28248	67835
1470	28267	67814
1471	28283	67788
1472	28299	67760
1473	28315	67733
1474	28330	67705
1475	28348	67683
1476	28368	67664
1477	28388	67647
1478	28409	67632
1479	28428	67612
1480	28446	67591
1481	28464	67570
1482	28482	67547
1483	28499	67521
1484	28516	67499
1485	28535	67478
1486	28552	67454
1487	28571	67434
1488	28590	67414
1489	28610	67398
1490	28630	67381
1491	28650	67362
1492	28668	67341
1493	28685	67317
1494	28701	67289
1495	28716	67260
1496	28731	67232
1497	28750	67212
1498	28770	67195
1499	28792	67183
1500	28814	67170
1501	28833	67150
1502	28852	67130
1503	28871	67110
1504	28891	67093
1505	28909	67071
1506	28928	67052
1507	28946	67030
1508	28966	67011
1509	28986	66996
1510	29008	66981
1511	29028	66966
1512	29047	66945
1513	29065	66924
1514	29084	66904
1515	29102	66881
1516	29119	66858
1517	29138	66837
1518	29156	66815
1519	29173	66791
1520	29190	66767
1521	29208	66745
1522	29228	66729
1523	29250	66716
1524	29276	66711
1525	29300	66704
1526	29322	66691
1527	29346	66683
1528	29371	66676
1529	29395	66667
1530	29420	66663
1531	29449	66664
1532	29477	66664
1533	29498	66650
1534	29522	66641
1535	29545	66631
1536	29570	66624
1537	29593	66615
1538	29618	66607
1539	29645	66606
1540	29676	66613
1541	29699	66602
1542	29723	66593
1543	29745	66580
1544	29765	66563
1545	29790	66555
1546	29814	66547
1547	29838	66538
1548	29861	66527
1549	29885	66520
1550	29909	66509
1551	29930	66495
1552	29952	66482
1553	29975	66469
1554	29998	66459
1555	30021	66447
1556	30045	66439
1557	30072	66436
1558	30099	66434
1559	30121	66421
1560	30140	66402
1561	30158	66380
1562	30175	66354
1563	30192	66331
1564	30210	66308
1565	30230	66290
1566	30251	66274
1567	30273	66262
1568	30297	66253
1569	30318	66236
1570	30336	66215
1571	30352	66189
1572	30367	66159
1573	30381	66129
1574	30397	66103
1575	30414	66078
1576	30432	66055
1577	30451	66035
1578	30470	66015
1579	30490	65999
1580	30515	65990
1581	30535	65974
1582	30556	65957
1583	30574	65936
1584	30592	65914
1585	30611	65893
1586	30629	65870
1587	30646	65847
1588	30663	65824
1589	30681	65801
1590	30699	65778
1591	30717	65757
1592	30735	65734
1593	30754	65714
1594	30771	65691
1595	30790	65670
1596	30808	65648
1597	30826	65626
1598	30844	65605
1599	30863	65584
1600	30882	65564
1601	30901	65545
1602	30922	65528
1603	30944	65515
1604	30963	65496
1605	30983	65479
1606	31004	65462
1607	31022	65440
1608	31038	65414
1609	31055	65389
1610	31070	65361
1611	31086	65334
1612	31105	65316
1613	31126	65299
1614	31147	65283
1615	31166	65264
1616	31186	65247
1617	31206	65228
1618	31225	65208
1619	31242	65185
1620	31259	65160
1621	31276	65137
1622	31296	65119
1623	31320	65110
1624	31345	65102
1625	31365	65083
1626	31383	65062
1627	31401	65040
1628	31420	65021
1629	31438	64998
1630	31454	64972
1631	31471	64948
1632	31488	64924
1633	31509	64909
1634	31532	64897
1635	31553	64881
1636	31574	64865
1637	31593	64845
1638	31613	64827
1639	31632	64807
1640	31652	64789
1641	31669	64766
1642	31686	64741
1643	31704	64720
1644	31722	64698
1645	31744	64684
1646	31765	64668
1647	31784	64648
1648	31803	64629
1649	31819	64603
1650	31838	64582
1651	31854	64557
1652	31869	64530
1653	31886	64505
1654	31905	64485
1655	31927	64471
1656	31948	64456
1657	31972	64446
1658	31994	64432
1659	32014	64414
1660	32033	64395
1661	32052	64374
1662	32067	64347
1663	32083	64321
1664	32099	64294
1665	32116	64271
1666	32135	64252
1667	32157	64237
1668	32176	64217
1669	32194	64195
