iter	Passed	Remaining
1670	32212	64174
1671	32232	64156
1672	32252	64137
1673	32270	64116
1674	32288	64094
1675	32305	64070
1676	32325	64052
1677	32345	64035
1678	32366	64019
1679	32385	63999
1680	32405	63982
1681	32423	63959
1682	32439	63934
1683	32456	63910
1684	32472	63884
1685	32490	63862
1686	32511	63846
1687	32533	63833
1688	32555	63820
1689	32576	63804
1690	32595	63783
1691	32612	63760
1692	32630	63737
1693	32644	63709
1694	32660	63682
1695	32674	63654
1696	32690	63627
1697	32707	63604
1698	32727	63586
1699	32750	63574
1700	32773	63561
1701	32792	63542
1702	32811	63522
1703	32828	63499
1704	32848	63482
1705	32865	63458
1706	32883	63436
1707	32903	63418
1708	32921	63397
1709	32940	63377
1710	32960	63359
1711	32982	63344
1712	33002	63327
1713	33022	63309
1714	33040	63287
1715	33057	63264
1716	33076	63244
1717	33098	63230
1718	33117	63210
1719	33137	63192
1720	33156	63173
1721	33177	63156
1722	33196	63137
1723	33216	63119
1724	33235	63099
1725	33253	63078
1726	33271	63055
1727	33287	63029
1728	33303	63004
1729	33322	62985
1730	33343	62969
1731	33366	62956
1732	33386	62939
1733	33406	62922
1734	33425	62901
1735	33443	62879
1736	33462	62860
1737	33482	62841
1738	33500	62820
1739	33518	62798
1740	33535	62776
1741	33556	62759
1742	33577	62742
1743	33597	62726
1744	33618	62710
1745	33637	62689
1746	33656	62669
1747	33674	62648
1748	33691	62624
1749	33710	62606
1750	33731	62588
1751	33751	62571
1752	33772	62555
1753	33795	62542
1754	33816	62527
1755	33836	62508
1756	33855	62488
1757	33873	62466
1758	33890	62444
1759	33906	62418
1760	33923	62394
1761	33941	62373
1762	33965	62363
1763	33989	62352
1764	34010	62336
1765	34030	62319
1766	34051	62301
1767	34070	62283
1768	34088	62260
1769	34106	62239
1770	34123	62215
1771	34140	62192
1772	34160	62174
1773	34179	62155
1774	34200	62139
1775	34220	62121
1776	34239	62101
1777	34257	62079
1778	34274	62056
1779	34292	62034
1780	34309	62010
1781	34325	61986
1782	34342	61963
1783	34361	61943
1784	34383	61928
1785	34404	61912
1786	34425	61896
1787	34444	61876
1788	34463	61857
1789	34482	61836
1790	34498	61812
1791	34514	61786
1792	34528	61758
1793	34543	61730
1794	34559	61706
1795	34580	61690
1796	34600	61673
1797	34620	61654
1798	34638	61633
1799	34657	61612
1800	34674	61590
1801	34692	61569
1802	34709	61545
1803	34727	61524
1804	34746	61504
1805	34765	61483
1806	34786	61467
1807	34808	61453
1808	34829	61437
1809	34851	61424
1810	34870	61404
1811	34888	61382
1812	34904	61358
1813	34920	61332
1814	34936	61308
1815	34954	61285
1816	34971	61262
1817	34991	61244
1818	35011	61227
1819	35030	61206
1820	35049	61186
1821	35069	61169
1822	35088	61150
1823	35106	61128
1824	35123	61105
1825	35141	61083
1826	35159	61062
1827	35178	61042
1828	35197	61022
1829	35217	61004
1830	35236	60985
1831	35255	60965
1832	35273	60944
1833	35291	60922
1834	35307	60898
1835	35323	60873
1836	35337	60845
1837	35354	60822
1838	35371	60798
1839	35389	60778
1840	35410	60760
1841	35431	60745
1842	35455	60733
1843	35475	60715
1844	35494	60695
1845	35513	60676
1846	35528	60649
1847	35544	60625
1848	35566	60610
1849	35590	60600
1850	35616	60592
1851	35642	60585
1852	35669	60577
1853	35696	60572
1854	35717	60556
1855	35738	60539
1856	35760	60524
1857	35783	60512
1858	35809	60503
1859	35833	60492
1860	35858	60483
1861	35878	60465
1862	35900	60450
1863	35920	60432
1864	35940	60415
1865	35961	60397
1866	35981	60381
1867	36003	60364
1868	36027	60354
1869	36050	60340
1870	36072	60326
1871	36094	60311
1872	36113	60292
1873	36132	60272
1874	36149	60249
1875	36165	60224
1876	36184	60204
1877	36206	60189
1878	36230	60178
1879	36253	60165
1880	36274	60149
1881	36293	60129
1882	36313	60111
1883	36332	60090
1884	36351	60071
1885	36370	60052
1886	36391	60035
1887	36412	60019
1888	36435	60006
1889	36457	59991
1890	36479	59975
1891	36499	59957
1892	36519	59939
1893	36537	59918
1894	36554	59895
1895	36570	59870
1896	36588	59848
1897	36604	59825
1898	36623	59805
1899	36646	59791
1900	36668	59776
1901	36689	59759
1902	36707	59739
1903	36726	59719
1904	36746	59700
1905	36764	59679
1906	36784	59661
1907	36802	59640
1908	36820	59618
1909	36840	59600
1910	36862	59586
1911	36883	59568
1912	36903	59550
1913	36923	59533
1914	36946	59519
1915	36964	59498
1916	36981	59475
1917	37001	59456
1918	37019	59435
1919	37041	59420
1920	37060	59400
1921	37081	59384
1922	37100	59364
1923	37119	59345
1924	37137	59324
1925	37154	59299
1926	37170	59276
1927	37186	59251
1928	37203	59228
1929	37221	59207
1930	37241	59189
1931	37264	59175
1932	37286	59160
1933	37306	59142
1934	37325	59123
1935	37344	59103
1936	37363	59083
1937	37382	59063
1938	37400	59042
1939	37420	59024
1940	37441	59008
1941	37466	58996
1942	37488	58981
1943	37507	58962
1944	37526	58942
1945	37545	58922
1946	37563	58900
1947	37580	58878
1948	37596	58854
1949	37613	58831
1950	37631	58809
1951	37649	58788
1952	37672	58774
1953	37691	58755
1954	37710	58736
1955	37729	58716
1956	37746	58693
1957	37764	58672
1958	37782	58650
1959	37800	58628
1960	37821	58613
1961	37840	58593
1962	37861	58576
1963	37882	58559
1964	37902	58542
1965	37921	58522
1966	37940	58502
1967	37959	58481
1968	37977	58460
1969	37994	58438
1970	38012	58417
1971	38029	58394
1972	38048	58374
1973	38067	58354
1974	38087	58336
1975	38106	58317
1976	38126	58298
1977	38147	58282
1978	38167	58263
1979	38188	58246
1980	38207	58227
1981	38222	58202
1982	38239	58179
1983	38257	58158
1984	38277	58139
1985	38296	58119
1986	38317	58102
1987	38339	58087
1988	38358	58068
1989	38377	58048
1990	38394	58025
1991	38409	57999
1992	38426	57976
1993	38444	57955
1994	38463	57936
1995	38484	57919
1996	38505	57903
1997	38526	57885
1998	38546	57868
1999	38565	57847
2000	38584	57828
2001	38603	57808
2002	38620	57786
2003	38636	57761
2004	38652	57737
2005	38669	57715
2006	38689	57696
2007	38711	57681
2008	38734	57668
2009	38754	57650
2010	38773	57630
2011	38791	57609
2012	38808	57586
2013	38826	57564
2014	38843	57541
2015	38861	57521
2016	38880	57501
2017	38902	57485
2018	38923	57470
2019	38942	57450
2020	38962	57431
2021	38979	57409
2022	38999	57390
2023	39016	57368
2024	39032	57343
2025	39047	57318
2026	39064	57295
2027	39083	57275
2028	39105	57260
2029	39124	57241
2030	39144	57222
2031	39163	57203
2032	39182	57183
2033	39201	57163
2034	39219	57143
2035	39236	57120
2036	39253	57097
2037	39268	57072
2038	39284	57047
2039	39300	57024
2040	39320	57005
2041	39339	56985
2042	39360	56969
2043	39378	56947
2044	39397	56928
2045	39416	56908
2046	39433	56887
2047	39449	56863
2048	39465	56838
2049	39481	56815
2050	39500	56794
2051	39521	56777
2052	39546	56766
2053	39568	56752
2054	39590	56736
2055	39610	56718
2056	39630	56699
2057	39648	56679
2058	39664	56655
2059	39679	56629
2060	39695	56605
2061	39711	56581
2062	39730	56561
2063	39749	56543
2064	39770	56525
2065	39790	56508
2066	39809	56487
2067	39829	56469
2068	39849	56451
2069	39865	56428
2070	39881	56404
2071	39899	56382
2072	39916	56360
2073	39937	56344
2074	39958	56327
2075	39981	56313
2076	40002	56296
2077	40023	56279
2078	40041	56258
2079	40061	56240
2080	40079	56218
2081	40094	56194
2082	40111	56172
2083	40130	56151
2084	40152	56136
2085	40173	56120
2086	40195	56104
2087	40215	56086
2088	40240	56074
2089	40262	56058
2090	40283	56042
2091	40309	56031
2092	40329	56013
2093	40349	55996
2094	40373	55982
2095	40394	55965
2096	40414	55948
2097	40435	55931
2098	40458	55917
2099	40478	55898
2100	40498	55880
2101	40518	55862
2102	40538	55844
2103	40558	55825
2104	40577	55805
2105	40594	55784
2106	40612	55763
2107	40631	55742
2108	40650	55723
2109	40670	55704
2110	40690	55687
2111	40708	55666
2112	40724	55642
2113	40741	55620
2114	40759	55598
2115	40776	55576
2116	40796	55558
2117	40816	55540
2118	40834	55519
2119	40851	55496
2120	40869	55476
2121	40889	55456
2122	40908	55437
2123	40927	55418
2124	40947	55400
2125	40970	55385
2126	40992	55369
2127	41012	55350
2128	41031	55332
2129	41053	55316
2130	41074	55299
2131	41094	55280
2132	41112	55260
2133	41131	55240
2134	41148	55218
2135	41169	55200
2136	41187	55180
2137	41207	55161
2138	41226	55141
2139	41244	55121
2140	41266	55105
2141	41289	55090
2142	41309	55072
2143	41332	55058
2144	41355	55044
2145	41379	55030
2146	41403	55017
2147	41424	55001
2148	41448	54988
2149	41470	54971
2150	41492	54957
2151	41513	54940
2152	41532	54919
2153	41551	54900
2154	41572	54883
2155	41591	54864
2156	41611	54845
2157	41631	54827
2158	41651	54808
2159	41671	54789
2160	41688	54768
2161	41705	54746
2162	41723	54724
2163	41743	54706
2164	41759	54682
2165	41774	54658
2166	41791	54635
2167	41809	54614
2168	41828	54594
2169	41847	54575
2170	41865	54554
2171	41886	54536
2172	41904	54516
2173	41922	54495
2174	41939	54473
2175	41957	54451
2176	41975	54431
2177	41995	54413
2178	42016	54395
2179	42033	54373
2180	42050	54350
2181	42067	54329
2182	42086	54308
2183	42106	54291
2184	42129	54276
2185	42149	54258
2186	42171	54241
2187	42192	54225
2188	42212	54206
2189	42231	54187
2190	42249	54166
2191	42270	54149
2192	42290	54130
2193	42310	54113
2194	42329	54093
2195	42346	54071
2196	42363	54048
2197	42381	54027
2198	42399	54007
2199	42423	53993
2200	42443	53975
2201	42464	53958
2202	42486	53942
2203	42507	53924
2204	42527	53906
2205	42546	53886
2206	42564	53866
2207	42583	53847
2208	42603	53827
2209	42622	53808
2210	42641	53788
2211	42659	53768
2212	42678	53748
2213	42700	53732
2214	42721	53715
2215	42741	53696
2216	42759	53675
2217	42777	53654
2218	42796	53634
2219	42813	53613
2220	42829	53590
2221	42847	53569
2222	42867	53550
2223	42888	53533
2224	42911	53518
2225	42930	53498
2226	42949	53479
2227	42967	53459
2228	42986	53439
2229	43004	53418
2230	43023	53398
2231	43043	53380
2232	43066	53365
2233	43089	53350
2234	43113	53337
2235	43133	53318
2236	43155	53303
2237	43175	53284
2238	43195	53266
2239	43216	53248
2240	43239	53234
2241	43261	53217
2242	43280	53198
2243	43302	53182
2244	43321	53162
2245	43341	53144
2246	43361	53126
2247	43384	53111
2248	43406	53094
2249	43426	53076
2250	43447	53059
2251	43468	53042
2252	43490	53026
2253	43514	53012
2254	43536	52996
2255	43558	52980
2256	43577	52960
2257	43598	52943
2258	43617	52923
2259	43636	52904
2260	43655	52884
2261	43673	52864
2262	43693	52845
2263	43711	52824
2264	43732	52807
2265	43752	52789
2266	43770	52767
2267	43789	52748
2268	43809	52729
2269	43830	52711
2270	43849	52692
2271	43869	52674
2272	43889	52655
2273	43909	52637
2274	43931	52620
2275	43951	52602
2276	43971	52584
2277	43989	52563
2278	44006	52541
2279	44024	52520
2280	44040	52497
2281	44058	52476
2282	44074	52453
2283	44094	52434
2284	44115	52417
2285	44137	52401
2286	44159	52384
2287	44181	52369
2288	44200	52349
2289	44219	52329
2290	44238	52310
2291	44256	52289
2292	44274	52268
2293	44292	52247
2294	44309	52225
2295	44330	52207
2296	44351	52191
2297	44373	52174
2298	44393	52156
2299	44414	52138
2300	44434	52120
2301	44453	52100
2302	44471	52079
2303	44489	52059
2304	44519	52051
2305	44544	52039
2306	44575	52033
2307	44608	52030
2308	44634	52018
2309	44661	52008
2310	44685	51994
2311	44712	51983
2312	44736	51970
2313	44760	51956
2314	44781	51939
2315	44802	51921
2316	44822	51902
2317	44840	51881
2318	44860	51862
2319	44884	51849
2320	44904	51830
2321	44926	51814
2322	44946	51795
2323	44968	51779
2324	44989	51761
2325	45009	51743
2326	45029	51724
2327	45049	51706
2328	45069	51688
2329	45090	51670
2330	45110	51651
2331	45132	51635
2332	45154	51618
2333	45176	51602
2334	45199	51587
2335	45221	51570
2336	45245	51556
2337	45266	51539
2338	45286	51520
2339	45308	51504
2340	45330	51488
2341	45350	51469
2342	45371	51451
2343	45393	51435
2344	45415	51419
2345	45433	51398
2346	45451	51377
2347	45470	51357
2348	45492	51340
2349	45514	51324
2350	45534	51306
2351	45555	51288
2352	45577	51272
2353	45600	51256
2354	45622	51240
2355	45644	51224
2356	45666	51207
2357	45686	51189
2358	45708	51172
2359	45729	51154
2360	45749	51136
2361	45767	51115
2362	45789	51098
2363	45811	51082
2364	45832	51065
2365	45851	51044
2366	45869	51024
2367	45887	51003
2368	45906	50983
2369	45924	50962
2370	45942	50941
2371	45961	50922
2372	45978	50900
2373	45996	50878
2374	46015	50859
2375	46032	50837
2376	46051	50817
2377	46068	50795
2378	46085	50773
2379	46103	50752
2380	46119	50729
2381	46134	50705
2382	46150	50681
2383	46166	50659
2384	46183	50637
2385	46202	50617
2386	46221	50597
2387	46241	50578
2388	46262	50561
2389	46281	50541
2390	46300	50521
2391	46318	50501
2392	46335	50479
2393	46352	50457
2394	46368	50434
2395	46385	50411
2396	46401	50389
2397	46422	50371
2398	46442	50352
2399	46462	50334
2400	46480	50313
2401	46497	50291
2402	46516	50271
2403	46535	50251
2404	46553	50231
2405	46569	50208
2406	46587	50187
2407	46605	50166
2408	46624	50147
2409	46644	50127
2410	46662	50107
2411	46683	50090
2412	46704	50072
2413	46724	50053
2414	46745	50035
2415	46766	50018
2416	46789	50002
2417	46809	49983
2418	46828	49965
2419	46849	49946
2420	46867	49925
2421	46886	49906
2422	46903	49885
2423	46920	49862
2424	46939	49843
2425	46956	49821
2426	46975	49801
2427	46993	49780
2428	47013	49762
2429	47033	49743
2430	47053	49724
2431	47073	49705
2432	47093	49686
2433	47113	49668
2434	47131	49647
2435	47154	49631
2436	47175	49614
2437	47196	49596
2438	47215	49577
2439	47235	49558
2440	47254	49538
2441	47273	49518
2442	47290	49497
2443	47309	49477
2444	47328	49457
2445	47346	49436
2446	47366	49418
2447	47384	49398
2448	47402	49376
2449	47421	49357
2450	47441	49338
2451	47461	49319
2452	47483	49303
2453	47502	49283
2454	47520	49262
2455	47539	49243
2456	47558	49222
2457	47575	49201
2458	47592	49179
2459	47609	49157
2460	47626	49135
2461	47645	49115
2462	47664	49096
2463	47687	49081
2464	47711	49066
2465	47732	49048
2466	47752	49029
2467	47775	49014
2468	47797	48997
2469	47818	48979
2470	47837	48960
2471	47856	48940
2472	47876	48922
2473	47895	48901
2474	47915	48883
2475	47934	48864
2476	47954	48845
2477	47973	48825
2478	47994	48807
2479	48012	48786
2480	48031	48766
2481	48051	48748
2482	48073	48731
2483	48096	48715
2484	48115	48696
2485	48134	48676
2486	48153	48656
2487	48170	48634
2488	48187	48613
2489	48204	48591
2490	48221	48569
2491	48237	48547
2492	48255	48526
2493	48275	48507
2494	48299	48492
2495	48321	48476
2496	48345	48461
2497	48371	48449
2498	48397	48436
2499	48421	48421
2500	48447	48408
2501	48474	48396
2502	48499	48382
2503	48523	48368
2504	48547	48353
2505	48572	48339
2506	48595	48324
2507	48621	48311
2508	48649	48300
2509	48676	48288
2510	48702	48275
2511	48727	48261
2512	48751	48247
2513	48775	48232
2514	48800	48218
2515	48822	48201
2516	48845	48185
2517	48866	48167
2518	48887	48150
2519	48910	48134
2520	48932	48116
2521	48951	48097
2522	48973	48080
2523	48994	48062
2524	49015	48044
2525	49038	48029
2526	49060	48011
2527	49085	47997
2528	49106	47980
2529	49128	47962
2530	49149	47945
2531	49172	47929
2532	49195	47913
2533	49214	47894
2534	49235	47875
2535	49257	47858
2536	49277	47839
2537	49298	47821
2538	49319	47804
2539	49341	47787
2540	49364	47771
2541	49387	47755
2542	49411	47740
2543	49435	47725
2544	49454	47705
2545	49472	47685
2546	49492	47665
2547	49510	47645
2548	49529	47624
2549	49549	47606
2550	49573	47591
2551	49596	47575
2552	49618	47558
2553	49639	47540
2554	49658	47520
2555	49676	47499
2556	49696	47481
2557	49714	47459
2558	49731	47438
2559	49749	47417
2560	49773	47402
2561	49795	47385
2562	49816	47367
2563	49835	47347
2564	49854	47327
2565	49873	47307
2566	49890	47286
2567	49908	47265
2568	49924	47243
2569	49942	47222
2570	49960	47201
2571	49978	47180
2572	50002	47165
2573	50030	47153
2574	50058	47142
2575	50086	47131
2576	50113	47118
2577	50141	47107
2578	50168	47094
2579	50193	47080
2580	50219	47067
2581	50242	47051
2582	50266	47036
2583	50293	47023
2584	50320	47011
2585	50351	47002
2586	50377	46989
2587	50404	46976
2588	50429	46962
2589	50454	46947
2590	50479	46933
2591	50504	46919
2592	50529	46905
2593	50555	46891
2594	50582	46878
2595	50612	46869
2596	50638	46855
2597	50663	46841
2598	50686	46824
2599	50708	46808
2600	50732	46792
2601	50755	46776
2602	50777	46758
2603	50799	46741
2604	50819	46722
2605	50841	46705
2606	50864	46689
2607	50887	46672
2608	50909	46656
2609	50931	46638
2610	50955	46623
2611	50976	46604
2612	50999	46588
2613	51020	46570
2614	51041	46552
2615	51062	46533
2616	51081	46514
2617	51101	46495
2618	51122	46476
2619	51143	46458
2620	51167	46442
2621	51190	46426
2622	51211	46408
2623	51233	46391
2624	51254	46373
2625	51278	46357
2626	51298	46338
2627	51318	46319
2628	51335	46297
2629	51352	46275
2630	51370	46254
2631	51390	46235
2632	51410	46216
2633	51430	46197
2634	51452	46180
2635	51474	46162
2636	51496	46145
2637	51520	46129
2638	51541	46111
2639	51562	46093
2640	51581	46073
2641	51600	46053
2642	51618	46033
2643	51638	46013
2644	51658	45994
2645	51679	45976
2646	51700	45958
2647	51721	45939
2648	51739	45918
2649	51758	45899
2650	51779	45880
2651	51799	45862
2652	51818	45842
2653	51836	45820
2654	51854	45799
2655	51873	45780
2656	51893	45760
2657	51912	45740
2658	51932	45721
2659	51952	45702
2660	51971	45682
2661	51986	45658
2662	52002	45636
2663	52018	45613
2664	52034	45590
2665	52052	45570
2666	52079	45557
2667	52099	45538
2668	52119	45518
2669	52137	45498
2670	52156	45478
2671	52176	45459
2672	52195	45439
2673	52216	45421
2674	52237	45403
2675	52257	45383
2676	52277	45364
2677	52297	45345
2678	52315	45324
2679	52335	45305
2680	52355	45285
2681	52374	45266
2682	52394	45247
2683	52417	45230
2684	52438	45212
2685	52455	45190
2686	52472	45168
2687	52488	45146
2688	52504	45123
2689	52523	45103
2690	52543	45084
2691	52564	45066
2692	52585	45047
2693	52606	45029
2694	52626	45010
2695	52644	44990
2696	52663	44970
2697	52683	44950
2698	52704	44932
2699	52725	44914
2700	52746	44895
2701	52765	44876
2702	52786	44857
2703	52803	44836
2704	52821	44815
2705	52840	44795
2706	52858	44774
2707	52875	44753
2708	52892	44730
2709	52908	44708
2710	52926	44687
2711	52944	44667
2712	52962	44646
2713	52982	44627
2714	53003	44609
2715	53027	44592
2716	53047	44573
2717	53068	44555
2718	53090	44538
2719	53111	44519
2720	53132	44501
2721	53156	44485
2722	53176	44467
2723	53196	44447
2724	53215	44427
2725	53233	44406
2726	53252	44386
2727	53271	44367
2728	53290	44346
2729	53309	44327
2730	53330	44308
2731	53349	44288
2732	53366	44266
2733	53387	44248
2734	53408	44230
2735	53428	44211
2736	53449	44193
2737	53472	44176
2738	53493	44157
2739	53515	44140
2740	53537	44123
2741	53558	44104
2742	53580	44087
2743	53600	44068
2744	53620	44048
2745	53640	44029
2746	53659	44009
2747	53678	43989
2748	53696	43969
2749	53714	43948
2750	53734	43928
2751	53753	43908
2752	53775	43891
2753	53798	43874
2754	53820	43857
2755	53844	43841
2756	53865	43822
2757	53886	43805
2758	53905	43785
2759	53926	43766
2760	53946	43746
2761	53966	43728
2762	53987	43709
2763	54007	43690
2764	54028	43672
2765	54048	43653
2766	54068	43633
2767	54086	43613
2768	54107	43594
2769	54127	43575
2770	54147	43556
2771	54165	43535
2772	54184	43515
2773	54204	43496
2774	54222	43475
2775	54239	43454
2776	54257	43433
2777	54275	43412
2778	54294	43392
2779	54313	43372
2780	54331	43351
2781	54351	43332
2782	54369	43311
2783	54388	43291
2784	54407	43271
2785	54425	43251
2786	54443	43230
2787	54463	43211
2788	54483	43192
2789	54505	43174
2790	54528	43157
2791	54551	43140
2792	54572	43122
2793	54592	43103
2794	54612	43084
2795	54635	43067
2796	54657	43049
2797	54677	43030
2798	54699	43013
2799	54720	42994
2800	54741	42976
2801	54761	42956
2802	54782	42938
2803	54803	42920
2804	54822	42900
2805	54843	42882
2806	54865	42864
2807	54887	42846
2808	54913	42831
2809	54939	42817
2810	54963	42801
2811	54987	42785
2812	55008	42766
2813	55027	42747
2814	55050	42729
2815	55073	42713
2816	55096	42696
2817	55118	42678
2818	55138	42659
2819	55158	42640
2820	55182	42623
2821	55203	42605
2822	55225	42588
2823	55245	42568
2824	55268	42551
2825	55291	42534
2826	55310	42515
2827	55333	42498
2828	55354	42479
2829	55376	42462
2830	55395	42442
2831	55414	42422
2832	55433	42402
2833	55452	42381
2834	55471	42361
2835	55490	42341
2836	55509	42322
2837	55530	42303
2838	55550	42284
2839	55570	42265
2840	55591	42246
2841	55611	42226
2842	55631	42207
2843	55650	42188
2844	55669	42167
2845	55691	42150
2846	55709	42129
2847	55728	42109
2848	55747	42089
2849	55770	42072
2850	55791	42053
2851	55811	42034
2852	55833	42016
2853	55853	41997
2854	55873	41978
2855	55892	41958
2856	55911	41938
2857	55931	41919
2858	55950	41899
2859	55968	41878
2860	55986	41858
2861	56004	41836
2862	56021	41815
2863	56040	41795
2864	56060	41776
2865	56080	41757
2866	56102	41739
2867	56122	41719
2868	56142	41700
2869	56161	41680
2870	56181	41661
2871	56205	41645
2872	56227	41627
2873	56249	41609
2874	56270	41591
2875	56289	41571
2876	56308	41551
2877	56326	41530
2878	56344	41509
2879	56362	41489
2880	56381	41468
2881	56400	41449
2882	56420	41429
2883	56437	41408
2884	56456	41388
2885	56474	41367
2886	56494	41348
2887	56515	41330
2888	56536	41311
2889	56556	41291
2890	56576	41272
2891	56598	41254
2892	56621	41237
2893	56642	41219
2894	56663	41201
2895	56684	41182
2896	56703	41162
2897	56722	41142
2898	56742	41123
2899	56763	41104
2900	56783	41085
2901	56804	41066
2902	56824	41047
2903	56847	41030
2904	56872	41014
2905	56896	40998
2906	56921	40982
2907	56948	40968
2908	56975	40953
2909	57000	40938
2910	57029	40925
2911	57052	40908
2912	57076	40892
2913	57097	40873
2914	57121	40856
2915	57144	40840
2916	57172	40826
2917	57197	40810
2918	57224	40796
2919	57250	40781
2920	57277	40766
2921	57302	40750
2922	57326	40734
2923	57351	40719
2924	57377	40703
2925	57403	40688
2926	57431	40675
2927	57459	40661
2928	57484	40645
2929	57508	40629
2930	57536	40615
2931	57563	40600
2932	57588	40584
2933	57611	40567
2934	57635	40551
2935	57659	40534
2936	57690	40522
2937	57713	40505
2938	57739	40490
2939	57763	40474
2940	57790	40459
2941	57815	40443
2942	57842	40428
2943	57873	40416
2944	57899	40401
2945	57924	40385
2946	57949	40370
2947	57971	40351
2948	57989	40331
2949	58008	40310
2950	58026	40289
2951	58046	40270
2952	58067	40251
2953	58090	40234
2954	58112	40216
2955	58132	40197
2956	58152	40177
2957	58172	40158
2958	58191	40138
2959	58212	40119
2960	58232	40099
2961	58252	40080
2962	58274	40062
2963	58296	40044
2964	58318	40026
2965	58340	40008
2966	58362	39990
2967	58386	39973
2968	58409	39956
2969	58432	39938
2970	58460	39924
2971	58488	39910
2972	58520	39899
2973	58548	39885
2974	58577	39871
2975	58605	39858
2976	58632	39843
2977	58655	39826
2978	58679	39809
2979	58703	39792
2980	58734	39780
2981	58761	39765
2982	58788	39750
2983	58818	39737
2984	58843	39721
2985	58866	39704
2986	58888	39686
2987	58916	39671
2988	58946	39659
2989	58974	39644
2990	59000	39629
2991	59025	39613
2992	59052	39598
2993	59075	39580
2994	59101	39565
2995	59130	39551
2996	59153	39534
2997	59177	39517
2998	59198	39498
2999	59218	39478
3000	59240	39460
3001	59267	39445
3002	59296	39431
3003	59321	39416
3004	59347	39400
3005	59376	39386
3006	59403	39371
3007	59429	39356
3008	59455	39340
3009	59482	39325
3010	59507	39309
3011	59535	39294
3012	59557	39276
3013	59583	39261
3014	59611	39246
3015	59638	39231
3016	59662	39214
3017	59688	39199
3018	59715	39183
3019	59742	39169
3020	59768	39153
3021	59793	39136
3022	59818	39120
3023	59846	39105
3024	59872	39090
3025	59898	39074
3026	59922	39057
3027	59944	39039
3028	59965	39019
3029	59984	38999
3030	60005	38980
3031	60028	38962
3032	60049	38943
3033	60073	38927
3034	60094	38907
3035	60114	38888
3036	60135	38869
3037	60156	38850
3038	60179	38832
3039	60203	38815
3040	60231	38800
3041	60255	38784
3042	60278	38766
3043	60302	38749
3044	60329	38733
3045	60357	38719
3046	60379	38701
3047	60406	38685
3048	60431	38669
3049	60457	38653
3050	60484	38637
3051	60508	38620
3052	60529	38601
3053	60551	38583
3054	60570	38563
3055	60591	38544
3056	60611	38524
3057	60630	38503
3058	60649	38483
3059	60669	38463
3060	60692	38445
3061	60713	38426
3062	60736	38409
3063	60760	38391
3064	60784	38374
3065	60810	38358
3066	60837	38343
3067	60861	38326
3068	60887	38309
3069	60910	38292
3070	60936	38276
3071	60961	38259
3072	60990	38245
3073	61016	38229
3074	61041	38213
3075	61069	38198
3076	61095	38181
3077	61119	38165
3078	61145	38148
3079	61176	38135
3080	61203	38120
3081	61233	38107
3082	61263	38093
3083	61292	38079
3084	61319	38063
3085	61347	38049
3086	61376	38034
3087	61404	38020
3088	61429	38003
3089	61454	37986
3090	61480	37970
3091	61505	37953
3092	61529	37936
3093	61554	37919
3094	61576	37901
3095	61598	37882
3096	61619	37863
3097	61640	37844
3098	61665	37827
3099	61687	37808
3100	61711	37791
3101	61737	37774
3102	61761	37757
3103	61786	37740
3104	61813	37725
3105	61840	37709
3106	61869	37695
3107	61899	37681
3108	61927	37666
3109	61959	37653
3110	61990	37640
3111	62017	37625
3112	62043	37608
3113	62067	37590
3114	62093	37574
3115	62119	37558
3116	62145	37542
3117	62171	37526
3118	62203	37513
3119	62229	37497
3120	62255	37480
3121	62281	37464
3122	62304	37446
3123	62327	37428
3124	62351	37410
3125	62375	37393
3126	62402	37377
3127	62431	37363
3128	62456	37346
3129	62485	37331
3130	62511	37315
3131	62541	37301
3132	62568	37285
3133	62593	37268
3134	62618	37251
3135	62639	37232
3136	62661	37213
3137	62683	37194
3138	62704	37175
3139	62726	37156
3140	62748	37137
3141	62769	37118
3142	62788	37097
3143	62809	37078
3144	62830	37058
3145	62851	37039
3146	62879	37024
3147	62906	37008
3148	62932	36991
3149	62958	36975
3150	62984	36958
3151	63010	36942
3152	63036	36926
3153	63065	36911
3154	63092	36895
3155	63120	36880
3156	63147	36864
3157	63173	36848
3158	63196	36829
3159	63223	36813
3160	63247	36795
3161	63273	36779
3162	63300	36763
3163	63332	36750
3164	63361	36735
3165	63392	36721
3166	63419	36706
3167	63448	36691
3168	63476	36675
3169	63507	36662
3170	63538	36648
3171	63567	36633
3172	63593	36616
3173	63619	36600
3174	63646	36584
3175	63677	36570
3176	63702	36553
3177	63730	36537
3178	63758	36522
3179	63791	36509
3180	63823	36496
3181	63850	36480
3182	63877	36464
3183	63906	36448
3184	63934	36433
3185	63960	36417
3186	63985	36399
3187	64013	36384
3188	64037	36366
3189	64062	36348
3190	64087	36331
3191	64114	36315
3192	64139	36298
3193	64163	36280
3194	64188	36262
3195	64212	36245
3196	64235	36226
3197	64259	36208
3198	64282	36190
3199	64304	36171
3200	64325	36151
3201	64348	36133
3202	64371	36114
3203	64396	36097
3204	64422	36080
3205	64446	36062
3206	64471	36045
3207	64497	36028
3208	64523	36011
3209	64548	35994
3210	64573	35976
3211	64604	35962
3212	64632	35947
3213	64664	35933
3214	64690	35916
3215	64716	35899
3216	64744	35884
3217	64769	35866
3218	64797	35850
3219	64824	35834
3220	64853	35819
3221	64879	35802
3222	64903	35784
3223	64930	35768
